Complete NA Playstation Plus Master List by u/ABattleVet,913,Try restoring licenses to get DLC to unlock,,,Game Pass,,,,,,,,,,
Game,System,Tier,Status,Added,Removed,Months,Release,Age,Metacritic,User,Completion,Genre,Notes / Original System,PC Streaming,Local Multiplayer
The Swindle,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2015,Jun 2022,83.44,Jul 2015,0.00,73,,,,,No,
The Treasures of Montezuma 4,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2014,Jun 2022,90.41,Dec 2014,0.00,,,,,PS3,No,
The Unfinished Swan,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2012,Jun 2022,116.42,Oct 2012,0.00,79,,,,PS3,No,
The Witcher 3: Wild Hunt - Game of the Year Edition,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
The Wolf Among Us,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2014,Jun 2022,91.40,Nov 2014,0.00,83,,,,,No,
Tiny Brains,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2013,Jun 2022,102.41,Dec 2013,0.00,64,,,,,No,
Titan Attacks!,PS5/PS4,Playstation Now (Discontinued),Removed,May 2014,Jun 2022,97.45,May 2014,0.00,74,,,,,No,
Titan Quest,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2018,Jun 2022,51.42,Mar 2018,0.00,55,,,,,No,
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Torment: Tides of Numenera,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Touhou: Scarlet Curiosity,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,65,,,,,No,
Tour de France 2015,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2015,Jun 2022,84.43,Jun 2015,0.00,63,,,,,No,
Tour de France 2016,PS5/PS4,Playstation Now (Discontinued),Removed,Jun 2016,Jun 2022,72.39,Jun 2016,0.00,61,,,,,No,
Toy Story Mania,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Trine,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2009,Jun 2022,152.45,Oct 2009,0.00,83,,,,PS3,No,
Ultra Street Fighter IV,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Under Night In-Birth Exe:Late,PS5/PS4,Playstation Now (Discontinued),Removed,Feb 2018,Jun 2022,52.34,Feb 2018,0.00,78,,,,,No,
Valkyria Chronicles: Remastered,PS5/PS4,Playstation Now (Discontinued),Removed,May 2016,Jun 2022,73.41,May 2016,0.00,84,,,,,No,
Vegas Party,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2017,Jun 2022,54.38,Dec 2017,0.00,33,,,,,No,
Velocity 2X,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2014,Jun 2022,93.40,Sep 2014,0.00,86,,,,,No,
Virtua Fighter 2,PS5/PS4,Playstation Now (Discontinued),Removed,Nov 2012,Jun 2022,115.40,Nov 2012,0.00,70,,,,PS3,No,
Virtua Fighter 5: Final Showdown,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Virtua Fighter V,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Wasteland 2: Director's Cut,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2017,Jun 2022,57.37,Sep 2017,0.00,80,,,,,No,
Wet,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2009,Jun 2022,153.44,Sep 2009,0.00,70,,,,PS3,No,
Wolfenstein: The Old Blood,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
World to the West,PS5/PS4,Playstation Now (Discontinued),Removed,May 2017,Jun 2022,61.41,May 2017,0.00,75,,,,,No,
WRC 4: FIA World Rally Championship,PS5/PS4,Playstation Now (Discontinued),Removed,Jul 2014,Jun 2022,95.44,Jul 2014,0.00,63,,,,PS3,No,
WRC 5: FIA World Rally Championship,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Wuppo,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,75,,,,,No,
WWE 2K18,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2017,Jun 2022,56.38,Oct 2017,0.00,66,,,,,No,
WWE 2K19,PS5/PS4,Playstation Now (Discontinued),Removed,Oct 2018,Jun 2022,44.38,Oct 2018,0.00,77,,,,,No,
Yakuza 4,PS5/PS4,Playstation Now (Discontinued),Removed,Mar 2011,Jun 2022,135.48,Mar 2011,0.00,78,,,,PS3,No,
Yakuza 5,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,83,,,,PS3,No,
Zeno Clash II,PS5/PS4,Playstation Now (Discontinued),Removed,Jan 2014,Jun 2022,100.50,,114.16,,,,,,No,
Ziggurat,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2016,Jun 2022,69.37,Sep 2016,0.00,80,,,,,No,
Zombie Vikings,PS5/PS4,Playstation Now (Discontinued),Removed,Sep 2015,Jun 2022,81.40,Sep 2015,0.00,64,,,,,No,
Zotrix,PS5/PS4,Playstation Now (Discontinued),Removed,Dec 2015,Jun 2022,78.41,Dec 2015,0.00,57,,,,,No,
